event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
507,Line Follower @ Techfest,IIT Bombay,Techfest,Mumbai,Robotics,Line Follower,Team,2,2,True,458,10000,2026-09-26,2026-09-27,1,Join us for Line Follower at IIT Bombay's Techfest! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Line Follower, Premier Institute, Techfest, team-event",4.5,4.8,4.8,Premier Institute,https://techfest.org/events/507,events@techfest.org,"19.0760° N, 72.8777° E"
508,Robotics Workshop @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Workshop,Robotics Workshop,Both,1,4,True,733,0,2026-07-26,2026-07-28,2,💡 Robotics Workshop at PVG Techfest - PVGCOET Pune. Compete in this workshop event and win exciting prizes! Open for all engineering students.,"Workshop, Robotics Workshop, Other Notable, PVG Techfest, team-event",3.7,3.5,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/508,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
509,Water Management @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Civil,Water Management,Solo,1,1,False,749,20000,2026-06-07,2026-06-08,1,🚀 SGGSIE&T Nanded invites you to participate in Water Management during SGGSTech. A perfect platform for civil enthusiasts to demonstrate their talents.,"Civil, Water Management, Other Notable, SGGSTech, solo-event",3.9,3.7,3.8,Other Notable,https://sggs.ac.in/techfest/events/509,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
510,Code Debugging @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Coding,Code Debugging,Both,1,3,True,30,10000,2026-06-01,2026-06-02,1,🤝 Open for both solo and team participation!,"Coding, Code Debugging, Notable, Pinnacle, team-event",4.2,4.3,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/510,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
511,Project Presentation @ Cognizance,IIIT Pune,Cognizance,Pune,Technical Paper,Project Presentation,Solo,1,1,False,269,2000,2026-06-28,2026-07-01,3,Join us for Project Presentation at IIIT Pune's Cognizance! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Project Presentation, Highly Reputed, Cognizance, solo-event",4.4,4.4,4.4,Highly Reputed,https://cognizance.org.in/events/511,events@cognizance.org.in,"18.5204° N, 73.8567° E"
512,Go Kart Racing @ MITE,MIT-WPU Pune,MITE,Pune,Mechanical,Go Kart Racing,Both,1,4,True,2827,5000,2026-07-15,2026-07-18,3,Join us for Go Kart Racing at MIT-WPU Pune's MITE! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, Go Kart Racing, Highly Reputed, MITE, team-event",4.5,4.0,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/512,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
513,Technical Writing @ Technovanza,AIT Pune,Technovanza,Pune,Technical Paper,Technical Writing,Team,2,2,True,72,5000,2026-10-20,2026-10-23,3,🚀 AIT Pune invites you to participate in Technical Writing during Technovanza. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Technical Writing, Highly Reputed, Technovanza, team-event",4.2,3.9,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/513,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
514,Structural Design @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Civil,Structural Design,Both,1,4,True,1116,20000,2026-06-27,2026-06-29,2,💡 Structural Design at Symbiosis Techfest - SIT Pune. Compete in this civil event and win exciting prizes! Open for all engineering students.,"Civil, Structural Design, Highly Reputed, Symbiosis Techfest, team-event",3.9,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/514,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
515,Quiz @ Cognizance,IIIT Pune,Cognizance,Pune,Competition,Quiz,Both,1,4,True,207,20000,2026-09-21,2026-09-22,1,Join us for Quiz at IIIT Pune's Cognizance! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Quiz, Highly Reputed, Cognizance, team-event",4.7,4.5,4.4,Highly Reputed,https://cognizance.org.in/events/515,events@cognizance.org.in,"18.5204° N, 73.8567° E"
516,Photography @ Techyon,WCE Sangli,Techyon,Sangli,Design,Photography,Both,1,2,True,289,3000,2026-09-30,2026-10-02,2,💡 Photography at Techyon - WCE Sangli. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Photography, Highly Reputed, Techyon, team-event",4.3,4.7,4.3,Highly Reputed,https://techyon.wce.ac.in/events/516,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
517,Hackathon @ Turbine,TCET Mumbai,Turbine,Mumbai,Coding,Hackathon,Both,1,2,True,13,5000,2026-05-20,2026-05-23,3,💡 Hackathon at Turbine - TCET Mumbai. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Hackathon, Other Notable, Turbine, team-event",3.8,4.0,3.8,Other Notable,https://tcetmumbai.in/turbine/events/517,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
518,Group Discussion @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Competition,Group Discussion,Solo,1,1,False,81,5000,2026-07-09,2026-07-12,3,🎯 Solo event - Individual participation only. Showcase your personal skills in Competition!,"Competition, Group Discussion, Highly Reputed, Sanskruti, solo-event",4.1,4.6,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/518,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
519,Logo Design @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Design,Logo Design,Team,3,4,True,320,5000,2026-06-06,2026-06-09,3,🎯 BVUCOE Pune presents Logo Design - an exciting design event at Bharati Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Design, Logo Design, Notable, Bharati Techfest, team-event",4.1,3.8,3.9,Notable,https://bvucoepune.edu.in/techfest/events/519,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
520,IoT Workshop @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Electronics,IoT Workshop,Both,1,3,True,1722,4000,2026-08-28,2026-08-29,1,🚀 IIIT Nagpur invites you to participate in IoT Workshop during Aaghaaz. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, IoT Workshop, Highly Reputed, Aaghaaz, team-event",4.6,4.3,4.3,Highly Reputed,https://aaghaaz.org/events/520,events@aaghaaz.org,"21.1458° N, 79.0882° E"
521,Innovation Challenge @ Prerana,SPCE Mumbai,Prerana,Mumbai,Technical Paper,Innovation Challenge,Solo,1,1,False,252,5000,2026-09-20,2026-09-22,2,🚀 SPCE Mumbai invites you to participate in Innovation Challenge during Prerana. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Innovation Challenge, Notable, Prerana, solo-event",3.9,4.2,4.0,Notable,https://spce.ac.in/prerana/events/521,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
522,Project Presentation @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Technical Paper,Project Presentation,Both,1,3,True,21,2000,2026-09-11,2026-09-12,1,💡 Project Presentation at Pinnacle - PCCOE Pune. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Project Presentation, Notable, Pinnacle, team-event",4.1,4.1,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/522,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
523,Marketing Challenge @ SFIT Techfest,SFIT Mumbai,SFIT Techfest,Mumbai,Management,Marketing Challenge,Team,2,4,True,255,2000,2026-06-02,2026-06-05,3,🚀 SFIT Mumbai invites you to participate in Marketing Challenge during SFIT Techfest. A perfect platform for management enthusiasts to demonstrate their talents.,"Management, Marketing Challenge, Other Notable, SFIT Techfest, team-event",3.6,3.6,3.8,Other Notable,https://sfit.ac.in/techfest/events/523,events@sfit.ac.in/techfest,"19.0760° N, 72.8777° E"
524,Web Dev Battle @ Expedition,PICT Pune,Expedition,Pune,Coding,Web Dev Battle,Solo,1,1,False,486,25000,2026-09-10,2026-09-12,2,🎯 PICT Pune presents Web Dev Battle - an exciting coding event at Expedition! Test your skills and compete with the best minds from across Maharashtra.,"Coding, Web Dev Battle, Highly Reputed, Expedition, solo-event",4.5,4.3,4.4,Highly Reputed,https://expedition.pict.edu/events/524,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
525,Code Debugging @ Vihaan,VIT Pune,Vihaan,Pune,Coding,Code Debugging,Team,3,5,True,479,3000,2026-09-14,2026-09-17,3,💡 Code Debugging at Vihaan - VIT Pune. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Code Debugging, Highly Reputed, Vihaan, team-event",4.2,4.4,4.2,Highly Reputed,https://vihaan.vit.edu/events/525,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
526,Pick and Place Robot @ Technovanza,AIT Pune,Technovanza,Pune,Robotics,Pick and Place Robot,Both,1,2,True,1420,20000,2026-09-20,2026-09-21,1,💡 Pick and Place Robot at Technovanza - AIT Pune. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Pick and Place Robot, Highly Reputed, Technovanza, team-event",4.3,4.5,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/526,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
527,Bridge Building @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Mechanical,Bridge Building,Solo,1,1,False,2631,5000,2026-05-14,2026-05-15,1,🎯 Solo event - Individual participation only. Showcase your personal skills in Mechanical!,"Mechanical, Bridge Building, Notable, Bharati Techfest, solo-event",3.8,3.8,3.9,Notable,https://bvucoepune.edu.in/techfest/events/527,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
528,Logo Design @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Design,Logo Design,Team,3,3,True,205,10000,2026-05-28,2026-05-30,2,👥 Team event - Form your dream team and compete together!,"Design, Logo Design, Premier Institute, Technovanza, team-event",4.3,4.8,4.5,Premier Institute,https://technovanza.org/events/528,events@technovanza.org,"19.0760° N, 72.8777° E"
529,Go Kart Racing @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Mechanical,Go Kart Racing,Solo,1,1,False,2681,20000,2026-05-19,2026-05-21,2,💡 Go Kart Racing at Symbiosis Techfest - SIT Pune. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, Go Kart Racing, Highly Reputed, Symbiosis Techfest, solo-event",4.2,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/529,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
530,Group Discussion @ Techtors,YCCE Nagpur,Techtors,Nagpur,Competition,Group Discussion,Solo,1,1,False,300,5000,2026-06-17,2026-06-18,1,💡 Group Discussion at Techtors - YCCE Nagpur. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Group Discussion, Notable, Techtors, solo-event",3.7,4.1,3.9,Notable,https://ycce.edu/techtors/events/530,events@ycce.edu/techtors,"21.1458° N, 79.0882° E"
531,Surveying @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Civil,Surveying,Both,1,2,True,1265,20000,2026-06-26,2026-06-28,2,Join us for Surveying at Raisoni Nagpur's Raisoni Techfest! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Surveying, Notable, Raisoni Techfest, team-event",4.2,3.9,3.9,Notable,https://raisoni.net/techfest/events/531,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
532,Innovation Challenge @ MITE,MIT-WPU Pune,MITE,Pune,Technical Paper,Innovation Challenge,Both,1,4,True,24,2000,2026-09-27,2026-09-29,2,🤝 Open for both solo and team participation!,"Technical Paper, Innovation Challenge, Highly Reputed, MITE, team-event",4.2,4.4,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/532,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
533,Cloud Computing @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Workshop,Cloud Computing,Solo,1,1,False,2901,0,2026-06-02,2026-06-04,2,Join us for Cloud Computing at DJ Sanghvi Mumbai's Synergy! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Cloud Computing, Highly Reputed, Synergy, solo-event",4.3,4.5,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/533,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
534,Water Management @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Civil,Water Management,Solo,1,1,False,388,20000,2026-08-21,2026-08-23,2,🎯 Solo event - Individual participation only. Showcase your personal skills in Civil!,"Civil, Water Management, Other Notable, RSCOE Techfest, solo-event",3.5,3.8,3.8,Other Notable,https://rscoe.edu.in/techfest/events/534,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
535,Research Paper @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Technical Paper,Research Paper,Team,3,3,True,79,10000,2026-09-18,2026-09-19,1,🚀 Ramdeobaba Nagpur invites you to participate in Research Paper during Yantra. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Research Paper, Notable, Yantra, team-event",4.1,3.9,4.0,Notable,https://rknpec.edu.in/yantra/events/535,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
536,Circuit Design @ Turbine,TCET Mumbai,Turbine,Mumbai,Electronics,Circuit Design,Both,1,2,True,544,15000,2026-06-23,2026-06-24,1,🚀 TCET Mumbai invites you to participate in Circuit Design during Turbine. A perfect platform for electronics enthusiasts to demonstrate their talents.,"Electronics, Circuit Design, Other Notable, Turbine, team-event",4.0,4.0,3.8,Other Notable,https://tcetmumbai.in/turbine/events/536,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
537,AI/ML Workshop @ Momentum,ICT Mumbai,Momentum,Mumbai,Workshop,AI/ML Workshop,Solo,1,1,False,773,0,2026-10-01,2026-10-04,3,💡 AI/ML Workshop at Momentum - ICT Mumbai. Compete in this workshop event and win exciting prizes! Open for all engineering students.,"Workshop, AI/ML Workshop, Premier Institute, Momentum, solo-event",4.5,4.7,4.6,Premier Institute,https://momentum.ictmumbai.edu.in/events/537,events@momentum.ictmumbai.edu.in,"19.0760° N, 72.8777° E"
538,Code Debugging @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Coding,Code Debugging,Solo,1,1,False,158,3000,2026-05-14,2026-05-16,2,💡 Code Debugging at Technovanza - VJTI Mumbai. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Code Debugging, Premier Institute, Technovanza, solo-event",4.6,4.9,4.5,Premier Institute,https://technovanza.org/events/538,events@technovanza.org,"19.0760° N, 72.8777° E"
539,Innovation Challenge @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Technical Paper,Innovation Challenge,Solo,1,1,False,264,10000,2026-10-19,2026-10-20,1,Join us for Innovation Challenge at MPSTME Mumbai's Manthan! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Innovation Challenge, Notable, Manthan, solo-event",3.8,4.0,4.0,Notable,https://mpstme.edu.in/manthan/events/539,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
540,Bot Battle @ MITE,MIT-WPU Pune,MITE,Pune,Robotics,Bot Battle,Team,2,3,True,1058,20000,2026-09-14,2026-09-17,3,Join us for Bot Battle at MIT-WPU Pune's MITE! This robotics event challenges participants to showcase their expertise in robotics domain.,"Robotics, Bot Battle, Highly Reputed, MITE, team-event",4.3,4.5,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/540,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
541,Algorithm Challenge @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Coding,Algorithm Challenge,Team,2,3,True,374,3000,2026-06-19,2026-06-22,3,Join us for Algorithm Challenge at IIIT Nagpur's Aaghaaz! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Algorithm Challenge, Highly Reputed, Aaghaaz, team-event",4.2,4.5,4.3,Highly Reputed,https://aaghaaz.org/events/541,events@aaghaaz.org,"21.1458° N, 79.0882° E"
542,Drone Racing @ Techtors,YCCE Nagpur,Techtors,Nagpur,Robotics,Drone Racing,Solo,1,1,False,908,20000,2026-10-09,2026-10-10,1,💡 Drone Racing at Techtors - YCCE Nagpur. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Drone Racing, Notable, Techtors, solo-event",3.9,3.7,3.9,Notable,https://ycce.edu/techtors/events/542,events@ycce.edu/techtors,"21.1458° N, 79.0882° E"
543,IoT Workshop @ MITE,MIT-WPU Pune,MITE,Pune,Workshop,IoT Workshop,Team,2,4,True,2925,0,2026-08-30,2026-09-02,3,Join us for IoT Workshop at MIT-WPU Pune's MITE! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, IoT Workshop, Highly Reputed, MITE, team-event",4.4,4.1,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/543,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
544,Technical Writing @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Technical Paper,Technical Writing,Team,2,3,True,146,5000,2026-05-09,2026-05-10,1,💡 Technical Writing at T-Spectra - TSEC Mumbai. Compete in this technical paper event and win exciting prizes! Open for all engineering students.,"Technical Paper, Technical Writing, Notable, T-Spectra, team-event",4.0,4.2,3.9,Notable,https://tsec.edu.in/t-spectra/events/544,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
545,HR Summit @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Management,HR Summit,Both,1,2,True,524,10000,2026-06-06,2026-06-09,3,🤝 Open for both solo and team participation!,"Management, HR Summit, Premier Institute, Technovanza, team-event",4.3,4.7,4.5,Premier Institute,https://technovanza.org/events/545,events@technovanza.org,"19.0760° N, 72.8777° E"
546,CAD Design @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Mechanical,CAD Design,Team,2,4,True,609,5000,2026-05-01,2026-05-03,2,🎯 RSCOE Pune presents CAD Design - an exciting mechanical event at RSCOE Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Mechanical, CAD Design, Other Notable, RSCOE Techfest, team-event",4.1,3.7,3.8,Other Notable,https://rscoe.edu.in/techfest/events/546,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
547,Marketing Challenge @ Turbine,TCET Mumbai,Turbine,Mumbai,Management,Marketing Challenge,Team,2,2,True,829,10000,2026-05-01,2026-05-03,2,🎯 TCET Mumbai presents Marketing Challenge - an exciting management event at Turbine! Test your skills and compete with the best minds from across Maharashtra.,"Management, Marketing Challenge, Other Notable, Turbine, team-event",3.5,3.8,3.8,Other Notable,https://tcetmumbai.in/turbine/events/547,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
548,Circuit Design @ Expedition,PICT Pune,Expedition,Pune,Electronics,Circuit Design,Team,3,4,True,737,8000,2026-07-26,2026-07-28,2,👥 Team event - Form your dream team and compete together!,"Electronics, Circuit Design, Highly Reputed, Expedition, team-event",4.4,4.3,4.4,Highly Reputed,https://expedition.pict.edu/events/548,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
549,Web Dev Battle @ Techfest,IIT Bombay,Techfest,Mumbai,Coding,Web Dev Battle,Team,2,4,True,347,25000,2026-08-19,2026-08-21,2,🚀 IIT Bombay invites you to participate in Web Dev Battle during Techfest. A perfect platform for coding enthusiasts to demonstrate their talents.,"Coding, Web Dev Battle, Premier Institute, Techfest, team-event",5.0,5.0,4.8,Premier Institute,https://techfest.org/events/549,events@techfest.org,"19.0760° N, 72.8777° E"
550,Project Presentation @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Technical Paper,Project Presentation,Team,2,4,True,86,1000,2026-09-24,2026-09-27,3,Join us for Project Presentation at SIT Pune's Symbiosis Techfest! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Project Presentation, Highly Reputed, Symbiosis Techfest, team-event",4.3,4.3,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/550,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
551,Go Kart Racing @ Cumminspark,Cummins Pune,Cumminspark,Pune,Mechanical,Go Kart Racing,Solo,1,1,False,2617,5000,2026-10-15,2026-10-17,2,🚀 Cummins Pune invites you to participate in Go Kart Racing during Cumminspark. A perfect platform for mechanical enthusiasts to demonstrate their talents.,"Mechanical, Go Kart Racing, Highly Reputed, Cumminspark, solo-event",4.0,4.5,4.2,Highly Reputed,https://cumminspark.edu.in/events/551,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
552,Finance Quiz @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Management,Finance Quiz,Team,2,3,True,641,5000,2026-09-11,2026-09-14,3,💡 Finance Quiz at Technovanza - VJTI Mumbai. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, Finance Quiz, Premier Institute, Technovanza, team-event",4.3,4.7,4.5,Premier Institute,https://technovanza.org/events/552,events@technovanza.org,"19.0760° N, 72.8777° E"
553,3D Modeling @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Design,3D Modeling,Both,1,4,True,387,3000,2026-10-17,2026-10-19,2,Join us for 3D Modeling at Ramdeobaba Nagpur's Yantra! This design event challenges participants to showcase their expertise in design domain.,"Design, 3D Modeling, Notable, Yantra, team-event",3.9,4.2,4.0,Notable,https://rknpec.edu.in/yantra/events/553,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
554,Surveying @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Civil,Surveying,Solo,1,1,False,1454,20000,2026-08-09,2026-08-11,2,💡 Surveying at Manthan - MPSTME Mumbai. Compete in this civil event and win exciting prizes! Open for all engineering students.,"Civil, Surveying, Notable, Manthan, solo-event",3.9,3.9,4.0,Notable,https://mpstme.edu.in/manthan/events/554,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
555,Technical Writing @ Raitram,RAIT Navi Mumbai,Raitram,Navi Mumbai,Technical Paper,Technical Writing,Solo,1,1,False,215,1000,2026-08-01,2026-08-03,2,🎯 Solo event - Individual participation only. Showcase your personal skills in Technical Paper!,"Technical Paper, Technical Writing, Other Notable, Raitram, solo-event",3.4,3.9,3.7,Other Notable,https://rait.edu.in/raitram/events/555,events@rait.edu.in/raitram,"19.0330° N, 73.0297° E"
556,Research Paper @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Technical Paper,Research Paper,Both,1,3,True,27,1000,2026-06-24,2026-06-25,1,🤝 Open for both solo and team participation!,"Technical Paper, Research Paper, Other Notable, SGGSTech, team-event",4.0,3.8,3.8,Other Notable,https://sggs.ac.in/techfest/events/556,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
557,Treasure Hunt @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Competition,Treasure Hunt,Team,2,3,True,216,20000,2026-09-20,2026-09-22,2,💡 Treasure Hunt at PVG Techfest - PVGCOET Pune. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Treasure Hunt, Other Notable, PVG Techfest, team-event",3.8,4.1,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/557,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
558,Quiz @ Impulse,SPIT Mumbai,Impulse,Mumbai,Competition,Quiz,Solo,1,1,False,29,20000,2026-09-26,2026-09-28,2,Join us for Quiz at SPIT Mumbai's Impulse! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Quiz, Highly Reputed, Impulse, solo-event",4.4,4.5,4.4,Highly Reputed,https://spitimpulse.in/events/558,events@spitimpulse.in,"19.0760° N, 72.8777° E"
559,Project Exhibition @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Electronics,Project Exhibition,Both,1,2,True,1649,8000,2026-06-14,2026-06-15,1,🎯 GHRCE Nagpur presents Project Exhibition - an exciting electronics event at GHRCE Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Project Exhibition, Notable, GHRCE Techfest, team-event",3.8,3.9,3.9,Notable,https://ghrce.raisoni.net/techfest/events/559,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
560,Circuit Design @ Cumminspark,Cummins Pune,Cumminspark,Pune,Electronics,Circuit Design,Team,3,5,True,1498,4000,2026-05-10,2026-05-11,1,🎯 Cummins Pune presents Circuit Design - an exciting electronics event at Cumminspark! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Circuit Design, Highly Reputed, Cumminspark, team-event",4.4,4.2,4.2,Highly Reputed,https://cumminspark.edu.in/events/560,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
561,Cloud Computing @ VESITech,VESIT Mumbai,VESITech,Mumbai,Workshop,Cloud Computing,Team,3,5,True,2205,0,2026-05-12,2026-05-13,1,👥 Team event - Form your dream team and compete together!,"Workshop, Cloud Computing, Notable, VESITech, team-event",3.6,4.1,3.9,Notable,https://vesit.edu.in/techfest/events/561,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
562,Treasure Hunt @ Techyon,WCE Sangli,Techyon,Sangli,Competition,Treasure Hunt,Solo,1,1,False,160,20000,2026-08-24,2026-08-26,2,🎯 WCE Sangli presents Treasure Hunt - an exciting competition event at Techyon! Test your skills and compete with the best minds from across Maharashtra.,"Competition, Treasure Hunt, Highly Reputed, Techyon, solo-event",4.3,4.3,4.3,Highly Reputed,https://techyon.wce.ac.in/events/562,events@techyon.wce.ac.in,"16.8637° N, 74.5696° E"
563,Cloud Computing @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Workshop,Cloud Computing,Team,2,2,True,519,0,2026-06-03,2026-06-05,2,💡 Cloud Computing at T-Spectra - TSEC Mumbai. Compete in this workshop event and win exciting prizes! Open for all engineering students.,"Workshop, Cloud Computing, Notable, T-Spectra, team-event",3.9,4.2,3.9,Notable,https://tsec.edu.in/t-spectra/events/563,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
564,Project Presentation @ Cognizance,IIIT Pune,Cognizance,Pune,Technical Paper,Project Presentation,Both,1,3,True,224,1000,2026-05-19,2026-05-21,2,Join us for Project Presentation at IIIT Pune's Cognizance! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Project Presentation, Highly Reputed, Cognizance, team-event",4.5,4.4,4.4,Highly Reputed,https://cognizance.org.in/events/564,events@cognizance.org.in,"18.5204° N, 73.8567° E"
565,Treasure Hunt @ Pinnacle,PCCOE Pune,Pinnacle,Pune,Competition,Treasure Hunt,Both,1,2,True,230,5000,2026-05-23,2026-05-26,3,Join us for Treasure Hunt at PCCOE Pune's Pinnacle! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Treasure Hunt, Notable, Pinnacle, team-event",3.9,3.8,4.0,Notable,https://pccoepune.edu.in/pinnacle/events/565,events@pccoepune.edu.in/pinnacle,"18.5204° N, 73.8567° E"
566,Business Plan @ VESITech,VESIT Mumbai,VESITech,Mumbai,Management,Business Plan,Team,2,3,True,625,20000,2026-06-05,2026-06-07,2,💡 Business Plan at VESITech - VESIT Mumbai. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, Business Plan, Notable, VESITech, team-event",3.8,4.2,3.9,Notable,https://vesit.edu.in/techfest/events/566,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
